,src,coronavirus,length
925,"Epilepsy surgery is a well-established treatment for patients with drug-resistant epilepsy. The success of surgery depends on precise presurgical localisation of the epileptogenic zone. There are different techniques to determine its location and extension. Despite the improvements in non-invasive diagnostic tests, in patients for whom these tests are inconclusive, invasive techniques such intraoperative electrocorticography will be needed. Intraoperative electrocorticography is used to guide surgical resection of the epileptogenic lesion and to verify that the resection has been completed. However, it can be affected by some of the anaesthetic drugs used by the anaesthesiologist. Our objective with this case is to review which drugs can be used in epilepsy surgery with intraoperative electrocorticography.",0,817
926,"Neonates and small infants with syndromes characterized by the presence of craniofacial abnormalities may represent great challenges regarding the management of the airway. We describe the case of a 9-day-old neonate with Treacher Collins syndrome, in which a laryngeal mask was essential to improve the airway obstruction, ventilate the patient and serve as an airway conduit for a fiberoptic intubation. By presenting this case, we intend to show that in neonates with Treacher Collins syndrome, in whom difficulties ventilation and intubation are expected, a thoughtful airway management planning is mandatory.",0,613
927,"OBJECTIVE: Purple urine bag syndrome is a rare entity that appears in elderly patients with long-term urinary catheters with chronic diseases. METHOD: We describe the cases of two patients admitted to our service, who serve as example to illustrate this pathology and which process should be followed in its diagnosis and treatment. CONCLUSION: Purple urine bag syndrome is a rare entity that occurs more frequently in elderly patients, women, with long-term urinary catheters, whose main factors are debilitating diseases, prolonged immobility and chronic constipation. It should be treated by avoiding the triggering factors, adequate hydration of the patient, antibiotics directly antibiogram therapy and the change of urinary catheter can be evaluated.",0,756
928,"BACKGROUND: Diabetes mellitus 2 has become a global problem. It is estimated that 15% to 25% of patients could develop a chronic ulcer in their life, and nearly 33% of direct care costs of the diabetes mellitus 2 is spent on treating these ulcers. Mesenchymal stem cells have emerged as a promising cell source for the treatment of these ulcers. CLINICAL CASE: The case is presented of a 67 year-old male with a history of diabetes mellitus, acute myocardial infarction, and food ulcer chronic involving right foot and part of his leg. He was treated with mesenchymal stem cell management, resulting in skin graft integration and full coverage of the lesion. CONCLUSION: The implementation of mesenchymal stem cell techniques for treatment of chronic ulcer is feasible. The impact on the population would lead to a significant improvement in their quality of life and reduce healthcare spending.",0,895
929,"Dermatologic surgery for tumors affecting only the ciliary region is not very common and it can sometimes be difficult to find published descriptions that deal specifically with surgery to this area. However, reconstruction of the ciliary region is very important, not only because this region is necessary to protect the eye, but also because its position and continuity are of great importance in facial expression, aesthetic appearance, and harmony. We present the cases of patients who have undergone oncologic surgery to the eyebrow region in our department in recent years and review the different techniques proposed for reconstruction of this region.",0,658
930,"A 36 year-old male with no significant past medical history presented with lower extremity numbness, gait instability, and urinary and bowel retention of 4 weeks onset. Spine MRI revealed diffuse oedema of cervicothoracic spinal cord with several solid enhancing intramedullary lesions, suggestive of metastases. The (18)F-FDG PET/CT performed to identify the primary malignancy demonstrated mild hypermetabolic foci within the cervicothoracic cord, as well as a mildly hypermetabolic bilateral hilar lymphadenopathy and a mildly hypermetabolic pulmonary nodule, suggestive of sarcoidosis versus metastasis. The diagnosis of sarcoidosis was supported by identifying non-caseating granuloma in the biopsy of the pulmonary nodule. The patient responded well to steroid-therapy, with the symptoms being resolved within 3 weeks.",0,824
931,"BACKGROUND: The incidence of splenic artery aneurysm is not well known because they are often asymptomatic. CLINICAL CASE: The case is presented of a 40 year-old woman diagnosed with a splenic artery aneurysm. She was clinically asymptomatic. A three-dimensional angiographic study was performed. The artery embolisation was rejected, according to the results of the study; thus it was decided to perform a laparoscopic splenic-aneurysmectomy. CONCLUSIONS: Splenic artery aneurysms may present with non-specific symptoms, such as abdominal pain or anorexia. However 2-10% of aneurysms debut as spontaneous rupture. For this reason treatment is indicated in symptomatic aneurysms or those with rupture risk factors. In these cases there are different possibilities, such as therapeutic embolisation, endovascular stenting or surgery. Surgical approach varies depending on the location of the aneurysm in the splenic artery, enabling aneurysmectomy, splenic-aneurysmectomy, or aneurysm exclusion to be performed.",0,1010
932,"Anatomic variations of the hepatic artery, which occur in 30 to 50% of patients, are a very important factor to be considered for Whipple procedure. The most common variations are those coming from the superior mesenteric artery, left gastric artery and the aorta. We report a 58-year-old woman with a story of one month of epigastric pain, jaundice and progressive itching. Magnetic resonance imaging showed a mass in the head of the pancreas. During pancreatoduodenectomy a left hepatic artery (LHA) emerging from the gastroduodenal artery and an accessory LHA emerging from the left gastric artery, were observed. The rest of the surgery was performed with no incidents. The patient had an uneventful postoperative evolution.",0,728
933,"Dermatomyositis causes inflammation and damage of muscle and skin, and sometimes involves internal organs, especially lung parenchyma. Patients with dermatomyositis still represent a diagnostic challenge because of the rarity of this disease and the lack of specificity of some of its cutaneous manifestations. Herein, we describe the case of a patient with dermatomyositis, initially diagnosed as psoriatic arthritis, in which the performance of anti-melanoma differentiation-associated gene 5 (MDA5) antibodies was decisive to establish a definitive diagnosis.",0,562
934,"Chronic recurrent multifocal osteomyelitis has recently been classified as an autoinflammatory disorder characterized by episodes of systemic inflammation including serological signs of inflammation occurring in the absence of autoantibodies or pathogen agents. The insidious onset of pain with swelling and tenderness localized over the affected bones are the main manifestations. The metaphysis and epiphyses of the long bones, clavicle and vertebrae are affected. We report a male patient aged 2 years and 2 months with osteomyelitis with lytic destruction in two different single sites with a year difference between the episodes. Histological examination of the bone showed inflammation and chronic osteomyelitis, excluding the existence of infectious osteomyelitis, neoplasm and myeloproliferative disease. Clinical symptoms improved under treatment with nonsteroidal anti-inflammatory drugs. Considering chronic recurrent multifocal osteomyelitis may shorten time to diagnosis in order to avoid potentially unnecessary prolonged courses of intravenous antibiotics, complementary studies and multiple biopsies.",0,1116
935,"OBJECTIVE: Cases of septic arthritis in paediatric population by Streptococcus pneumoniae in the Health Area of Santiago de Compostela (Spain) were reviewed. METHODS: A retrospective study from January 2005 to March 2014 was conducted for all S. pneumoniae isolates obtained from joint fluids in children. RESULTS: From the 7,416 joint fluids received in the Microbiology Department, 77 belonged to paediatric patients, and of these, only 8 had positive culture. In total, there were three positive cases for S. pneumoniae, two with positive culture and a third with positive antigen detection. In the three patients (two of them under 15 months) the affected joint was hip, antibiotic treatment was combined with surgical drainage and evolution was favourable. CONCLUSIONS: We conclude that pneumococcal arthritis is an entity that must be taken into account since most cases of arthritis in paediatric population appear as a complication of bacteraemia after a common cold or an ear infection. The greatest risk of sequel is associated with delays in diagnosis, so it is essential clinical and microbiological early diagnosis.",0,1128
936,"Human toxocarosis is a chronic larval parasitosis listed as one of the five most important neglected diseases by the CDC. The larvae can spread systemically and migrate to different tissues including liver and gallbladder. Acalculous acute cholecystitis (AAC) is a rare disease in children. The diagnosis is based on clinical parameters and imaging criteria. It has been reported in relation to sepsis, shock, trauma, burns, severe systemic diseases, congenital anomalies, infections and also in healthy children. We report a pediatric case of toxocarosis, with clinical symptoms and imaging criteria compatible with AAC treated medically, and discuss the relationship between toxocarosis and AAC based on published evidence.",0,725
937,"Sclerochoroidal calcification (SCC) is uncommon and benign. It is usually detected in a routine examination, finding multiple yellow-white lesions in the upper temporal region of the retina in middle-aged and elderly men. A case report is presented of a 79 year-old male patient, who during a routine examination with a pseudoexfoliative glaucoma in the right eye, as well as raised white-yellow subretinal lesions in the upper temporal region in both eyes. After establishing hypotensive treatment and performing autofluorescence, optical coherence tomography (OCT), ultrasound, ocular computed tomography (CT) and complete laboratory analysis, idiopathic SCC was diagnosed. SCC requires a complete ophthalmological and systemic study as it can be associated with endocrine disease. Periodic follow-up is also recommended, as well as to rule out possible complications, such as atrophy of the overlying pigment epithelium, serous detachment, or the appearance of neovascularization. The differential diagnosis should be made of benign and malignant lesions, in order to avoid unnecessary treatment.",0,1099
938,"Non-typhoidal salmonellosis is an important cause of acute diarrhea in children. Generally they are acquired by consumption of contaminated food, but contact with reptiles is an increasing cause of this zoonoses. We describe three pediatric cases of gastroenteritis by Salmonella (Montevideo, Newport and Pomona), related to having turtles as pets. In two cases, the bacteria were isolated from the patient's stools and the turtle's droppings. The same genetic subtype by PFGE was obtained in both isolates. All the children recovered. Information and public health measures should be undertaken to control this zoonoses which affects young children.",0,650
939,"CASE REPORT: The case is presented of a young man with an atypical haemolytic-uraemic syndrome (aHUS), complicated with bilateral serous retinal detachment, cotton wool spots, and a branch artery occlusion. Treatment with plasmapheresis, haemodialysis and systemic eculizumab led to the blood and urine parameters returning to normal, as well as resolution of the retinal anomalies. Genetic analysis show both mutations in complement factor H and C3. DISCUSSION: Haemolytic-uraemic syndrome (HUS) is a thrombotic microangiopathy characterised by microangiopathic haemolytic anaemia, thrombocytopenia, and acute renal failure. Atypical HUS is caused by genetic mutation of complement system. Ocular involvement is an unusual manifestation of this rare syndrome.",0,760
940,"Human coronaviruses (HCoVs) cause upper respiratory tract and occasionally lower respiratory tract diseases. The recently described human coronavirus NL63 has not been well investigated among Brazilian patients. We reported the clinical course of an HCoV-NL63 infection in a hospitalised patient suspected of H1N1 2009 infection during the second pandemic wave of influenza activity. A 46-year-old female, health care worker with diabetes and presenting with influenza-like illness (ILI) was admitted to the hospital. During 9 days of influenza-like symptoms, the patient had diabetes decompensation, haemorrhagic pneumonia, rhabdomyolysis, respiratory and renal failure, pericarditis, and brain edema and died. HCoV-NL63 may be a causative agent of previously unexplained respiratory illnesses.",1,795
941,"Endoscopic transforaminal discectomy is a minimally invasive technique used for the surgical treatment of herniated discs. Indigocarmine is a dye which is widely used to identify the ureteral orifice in urologic procedures. Hemodynamic effects such as hypotension and anaphylaxis in addition to hypertension, bradycardia and atrioventricular block have been reported in intravenous application of indigocarmine. The aim of this case report is to prepare anesthesiologists for such cases and make them consider invasive blood pressure monitorization. Both patients had radicular pain radiating to the leg and scheduled to undergo transforaminal endoscopic discectomy. Intraoperative vital signs were within normal limits, however severe hypertension and tachyarrhythmia developed following the injection. Hemodynamics in both patients returned to normal following lidocaine and nitroglycerine injection.",0,902
942,"CASE REPORT: A 6 year-old girl with juvenile psoriatic arthritis (JPsA) and bilateral complicated anterior uveitis developed several ocular complications that required 5 surgical procedures. Despite the aggressive course of ocular inflammation, her visual acuity remained good. Arthritis (main criterion for the diagnosis of JPsA) appeared years after ocular involvement. She showed a good anti-tumour necrosis factor initial response. DISCUSSION: The definitive diagnosis of JPsA was established years after the onset of symptoms. In addition, the patient maintained a good visual acuity, despite its complicated disease course. Finally, she showed a good clinical response to adalimumab.",0,689
943,"Heterotopic pancreas is a silent gastrointestinal malformation that may become clinically evident when complicated by inflammation and pseudocyst formation. We report a 26 year-old male presenting with vomiting, pain and abdominal distention. An abdominal CT scan showed an important gastric distention secondary to a 4-cm cystic lesion located in the antrum wall. An endosonography showed that the lesion obstructed the gastric outlet and was compatible with a pseudocyst. A cysto-gastrostomy was performed draining the cyst. Its high lipase and amylase content confirmed that it was a pancreatic pseudocyst. Six months later, the lesion appeared again and a subtotal gastrectomy was performed Histopathology confirmed ectopic pancreatic tissue.",0,746
944,"Narratives play a fundamental role in the recovery of persons with schizophrenia, mainly from the paradigmatic change engendered by the recovery movement. Rather than a methodological tool or a byproduct of recovery, narratives are integral components of this process. This article aims to analyze overcoming narratives, in the light of the corporeality paradigm, based on an emblematic case of a peer support worker. This is a qualitative study carried out in the context of a randomized clinical trial, and it is based on one in-depth interview and focus groups for the construction of the narrative. Thematic analysis was carried out and the following categories were identifed: sense of self and embodiment; experience of time and space; relationship with others; illness experience and overcoming. The embodied narratives of overcoming constitute in the register of a non-linear temporality, and it is based on a dialectical and dialogic process of construction/reconstruction of the sense of self and of the body itself. We propose that embodied narratives are considered as a methodological principle for narrative analysis on recovery, as well as an intrinsic dimension of the recovery journey; that is, as the center of gravity of the process of construction / reconstruction of the sense of self, embodiment and the sense of belonging to the world.",0,1358
945,"OBJECTIVES AND METHODS: Our objective is to describe a multifocal vitelliform presentation of Best's disease. The lesions in this disease may vary in size and shape, some may be a disc diameter in size, and often have some irregularity in their contour. The case is described of a 21-year-old male patient referred to our ophthalmology department due to a progressive loss of vision. His poor visual acuity was confirmed, and a complete examination was performed, in which macular flecks were observed, with yellow pigment arranged in oval distribution near their periphery. Due to the suspicion of Best's multifocal disease, genetic tests were performed. Multifocal vitelliform disease with the same features as those in Best's disease occurs most frequently in patients with a normal electro-oculogram (EOG), and a normal family history. CONCLUSION: Best's multifocal disease must be suspected in case of multiple vitelliruptive lesions close to the posterior pole. Genetic testing is essential for its diagnosis.",0,1015
946,"Pemphigus vulgaris is a chronic disease that is characterized by flaccid blisters and erosions, caused by immunoglobulin G autoantibodies against epidermal components. It is highly unusual in the pediatric population; it represents the 1.4 - 2.9% of the total cases. We present a case of pemphigus vulgaris in a 12 year old girl, which has implied a challenge both in its diagnosis and in its treatment.",0,403
947,"CASE REPORT: The case is presented of a 51-year old male patient with a history of blunt trauma in the frontal region and a one-year history of vision loss, proptosis and paresis of the lateral rectus muscle of the right eye. A right ethmoid and bilateral sphenoid mucocele was diagnosed. Drainage was performed using an external and endoscopic approach with improvement in symptoms without recurrence at 10 months. DISCUSSION: Sphenoid mucoceles represent 1% of all mucoceles and may present with different clinical manifestations. Surgical excision is the treatment of choice, and early intervention is indicated to prevent complications.",0,640
948,"INTRODUCTION: Infantile-onset Pompe disease is a kind of glycogenosis resulting from a deficit of the enzyme acid alpha-glucosidase. Before specific enzyme replacement therapy (ERT) became available, the classic form was fatal during the first two years of life. ERT increases survival and improves cardiac, respiratory and motor functioning. CASE REPORTS: Case 1: 2-month-old infant with predominantly axial hypotonia who required the use of a nasogastric tube as a result of difficulties in sucking and swallowing. Myopathy and hypertrophic cardiomyopathy were observed. The patient was diagnosed with Pompe disease, ERT was established and improved heart and motor functioning were noted. Nevertheless, she presented recurring respiratory infections that finally made it necessary to perform a tracheostomy. She is currently still undergoing ERT, walks with a walker and presents a mild ventricular dysfunction. Case 2: 3-week-old infant who was taken to see his paediatrician for a routine check-up. The examination revealed a systolic bruit and axial and proximal hypotonia. Cardiology tests revealed hypertrophic cardiomyopathy. The patient was sent to a referral centre, where he was diagnosed with Pompe disease and a cross-reactive immunological material-negative status. The patient received immunomodulator treatment and ERT. Progress was favourable, although he presented frequent respiratory infections. The patient is currently capable of walking by himself, although the gait is unsteady. CONCLUSIONS: Both cases illustrate the new phenotype of infantile-onset Pompe disease treated with ERT. Despite the motor limitations and respiratory involvement presented by the patients, both survival and autonomy have increased.",0,1735
949,"Monoarticular tuberculosis of the wrist is a rare presentation of primary tuberculosis, being more common skeletal forms involving the spine. Extraspinal tuberculous osteomyelitis is rare and comprises only 2 to 3% of all cases of osteoarticular Mycobacterium tuberculosis infections. We present a case of a 49 years old female patient, who worked as an hospital cleaning employed without other comorbidity. After a low energy injury of the wrist she suffered pain syndrome diagnosticated as a flexor tendinopathy, managed with nonsteroidal antiinflammatory drugs and physical therapy. Eight months later patient evolves with chronic pain in range of motion of right wrist joint, leading to a complete radiological, surgical biopsy and cultures. Histology, and molecular biology confirmed the wrist joint tuberculosis diagnosis. Pharmacological treatment and physical therapy were initiated with appropriated response.",0,918
950,"A 49 year-old woman diagnosed with infiltrating lobular breast carcinoma, underwent a right mastectomy and sentinel node biopsy (SLNB). The resected sentinel lymph nodes were negative for malignancy, with an axillary lymphadenectomy not being performed. In the early post-operative period, the patient reported an axillary skin tension sensation, associated with a painful palpable cord. These are typical manifestations of axillary web syndrome (AWS), a poorly known axillary surgery complication, from both invasive and conservative interventions. By presenting this case we want to focus the attention on a pathological condition, for which its incidence may be underestimated by not including it in SLNB studies. It is important for nuclear medicine physicians to be aware of AWS as a more common complication than infection, seroma, or lymphoedema, and to discuss this possible event with the patient who is consenting to the procedure.",0,941
951,"Little is known about the effects of Middle East respiratory syndrome coronavirus (MERS-CoV) during pregnancy. In Saudi Arabia, 5 cases of MERS-CoV infection among pregnant women were reviewed, and all cases resulted in adverse outcomes. MERS-CoV infection during pregnancy may be associated with maternal and perinatal disease and death.",1,338
952,"We describe a group of patients with Epstein-Barr virus (EBV) infection and joint involvement. Between February 2011 and January 2012, there were six cases in our unit. Two presented with a pattern similar to rheumatoid arthritis, three had polyarthralgia with an inflammatory pattern and only one patient had asymmetrical oligoarthritis of large joints. They were all women aged between 25 and 75 (4 were of child-bearing potential). Diagnosis in all the cases was made by exclusion of other possible causes and negative IgM were obtained for the rest of the ""Herpesviridae"" family viruses. In our series, EBV joint involvement was more common in women of childbearing potential. Clinical presentation was heterogeneous but was predominantly in the form of inflammatory joint pain. When it presents in the form of symmetrical polyarthritis, it can become chronic and require the use of disease-modifying anti-rheumatic drugs.",0,926
953,"Lyme disease is caused by Borrelia burgdorferi infection which is transmitted by Ixodes ricinus. Erythema migrans, a rash spreading from the site of a tick bite, is the earliest and most common manifestation of the disease. If untreated, late manifestations of disseminated disease, mainly neurological and musculoskeletal, may occur. Serologic studies are usually negative in early stages and are not necessary to confirm the diagnosis in cases of erythema migrans. Laboratory confirmation is needed for disseminated disease. Most presentations, including facial nerve palsy, can be treated with oral antibiotics. Ceftriaxone is recommended in other cases of neuroborreliosis. Four cases of Lyme disease in children are reported to illustrate the different presentations of this disease and its management in children.",0,819
954,"Elbow dislocation in children is a very infrequent traumatic event which was first described by Stimson in 1900 and then by Tachdjian in 1990. Its estimated incidence ranges from 3% to 6% of all elbow injuries, peaking at 13-14 years. Elbow trauma is classified considering the direction in which the proximal radioulnar joint shifts with respect to the humerus, into posterior and anterior dislocation. The former is the most frequent and accounts for 95% of cases. Elbow fracture dislocation is an even rarer event. The incidence rate of avulsion fracture of the medial epicondyle is 25-36%, of the lateral condyle 4%, of the olecranon 1.7%, of the radial head 8%, of the coronoid process 3.5%, and others, 3.5%. At present there is no consensus in the literature on how to treat this type of lesions, particularly because some authors advocate nonsurgical management, while others propose surgical management as the definitive treatment. What is clear, however, is that a late diagnosis or untimely treatment may affect the child's growth and lead to serious complications. The purpose of this study is to share our experience and good results with the surgical management of these infrequent cases.",0,1202
955,"Caso clinico: presentamos una paciente de 33 anos con anorexia nerviosa de 15 anos de evolucion con uno de los pocos casos reportados de fallo hepatico agudo severo secundario a la desnutricion.Discusion: tras el soporte nutricional protocolizado para evitar el sindrome de realimentacion y un adecuado manejo multidisciplinar, la paciente evoluciona favorablemente logrando normalizar los electrolitos, la funcion hepatica y las alteraciones en la coagulacion.",0,461
956,"Erdheim-Chester disease (ECD) is a rare non-Langerhans histiocytic disorder. We report a 76-years-old man who suffered a cardiac tamponade secondary to ECD. A pericardial window was made and during the operation the surgeons observed that the myocardium was diffusely infiltrated. Twenty-eight months before, ECD was clinically diagnosed and prednisone and methotrexate were prescribed. Due to disease progression which culminated in the cardiac tamponade, methotrexate was changed to sirolimus aiming to obtain plasma levels between 5-8 ng/ml. This treatment stabilized his cardiac function allowing a survival of 52 months after its initiation, with fewer side effects.",0,671
957,"Spontaneous cerebrospinal fluid (CSF) fistulas are rather common in daily practice. The aim of the surgical treatment is closure of the leak, but recurrences are quite frequent. The association between spontaneous CSF fistulas and idiopathic intracranial hypertension (IIH) is not uncommon, and this is probably the cause of the low rate of success of the surgical treatment. Symptoms of IIH associated with spontaneous CSF fistula are atypical, and diagnosis is often missed. Continuous intracranial pressure monitoring is very useful in the diagnosis of chronic IIH and in patients with spontaneous CSF fistula, as it helps in making decisions on the treatment of these patients.",0,681
958,"INTRODUCTION: Presumed solitary circumscribed retinal astrocytic proliferation (PSCRAP) is a small defined solitary lesion. CASE REPORT: A 58-year-old man had an opaque yellow retinal lesion inferonasal to the optic disc. Fluorescein angiography showed mild early hyperfluorescence and late fluorescence. Ultrasound showed no calcification. Autofluorescence disclosed moderate hyperautofluorescence. Optical coherence tomography showed the mass with a snowball configuration and a smooth surface. More than one year later, the lesion was unchanged. DISCUSSION: PSCRAP is a benign stable lesion. The main importance lies in its differentiation from well-circumscribed yellow-white lesions of the retina.",0,702
959,"BACKGROUND: Rhabdomyosarcoma is the most common sarcoma of soft tissues in childhood and adolescence, with an annual incidence of 4-7 cases per million children aged 15. Embryonal rhabdomyosarcoma is common in adults younger than 30 years, and are usually presented as a large painless, palpable mass (> 5cm). Survival in the case of paratesticular sarcoma in men is approximately 50%. CLINICAL CASE: Male 27 years of age with no history of importance, was seen in a clinic with an increased, painless, left testicular volume 3 years onset. Intrascrotal left testicle increased volume, with dimensions of 20x12x8cm, a stone and left inguinal node in induratum measuring 2x2cm. Microscopically, it showed a pattern of an embryonal rhabdomyosarcoma with left inguinal node metastases. CONCLUSION: Early diagnosis of testicular tumours, and especially of primary intratesticular rhabdomyosarcomas, and aggressive surgical treatment in combination with chemotherapy reduces the incidence of local recurrence and may improve the rate of disease-free survival and overall survival in adult patients with metastases.",0,1109
960,"CLINICAL CASE: A 27-year-old woman with a history of nyctalopia and constriction of visual field of the right eye. The ophthalmological examination showed a visual field and electroretinogram that were compatible with unilateral retinitis pigmentosa (RP). After a one year follow-up, the unilateral condition remained. DISCUSSION: Unilateral retinitis pigmentosa is a rare condition, with a frequency between 0.2%-5% of the RP. It mainly affects women and older age groups than bilateral RP. For a definitive diagnosis, it is necessary to have a funduscopy and electroretinogram (ERG) altered unilaterally, and exclude infectious, inflammatory, and vascular causes.",0,665
962,"BACKGROUND: Cerebral ptosis is understood as the bilateral paralysis of eyelid elevation linked to a stroke or hemorrhage of the middle cerebral artery (MCA). It is a transient condition, independent of the evolution of the lesion. AIM: To analyze six patients with the condition. PATIENTS AND METHODS: Report of five women and one male aged 42 to 72 years. RESULTS: All suffered an infarction or hemorrhage in the territory of the middle cerebral artery of the non-dominant hemisphere and developed a bilateral palpebral ptosis. The recovery started after the fourth day. At the tenth day, eye opening was effortless and did not require frontal help, despite the persistence of hemiplegia. CONCLUSIONS: Cerebral ptosis is a mimetic dysfunction of a specific non-injured area of the cerebral cortex, originated from a nearby parenchymal damage such as the middle cerebral artery of the same hemisphere. Cerebral ptosis expresses the inhibition of the voluntary eyelid elevation center, of prefrontal location in the non-dominant hemisphere.",0,1040
964,"CASE REPORT: A case is presented of a right frontoethmoidal osteoma with intraorbital invasion in a 43-year-old male, who was seen in the clinic with a proptosis, retro-orbital pain, peri-palpebral inflammation, and binocular diplopia due to muscular route limitation. Open surgery was performed using a subcranial approach, with removal of several fragments of osteoma. Histological analysis confirmed the diagnosis. DISCUSSION: Osteomas are benign bone-forming tumours with slow growth. They are usually asymptomatic until mass effect complications occur in the brain or in the orbit, or locally, generating mucoceles due to sinus drainage obstruction.",0,654
965,"Saprochaete capitata (S. capitata) fungal sepsis is a severe condition with a clinical presentation that is similar to other yeast originated fungal sepsis. It is observed in patients with hematological malignancies such as acute myeloid leukemia and neutropenia. We report a 23 year old male presenting with cough, fever and malaise. A bone marrow biopsy led to the diagnosis of acute myeloid leukemia. During the first cycle of chemotherapy the patient presented fever: blood cultures were positive for Klebsiella pneumoniae. Despite antimicrobial treatment, fever persisted; a computed tomography showed a focal splenic lesion; a left exudative pleural effusion appeared. A Matrix Assisted Laser Desorption Ionization-Time of Flight mass spectrometry identified the presence of S. capitata. After multiple antifungal treatments and pleural cavity cleansing by means of videothoracoscopy and laparoscopic splenectomy, the infection resolved and the patient completed his chemotherapy.",0,986
966,"WHIM syndrome is a primary autosomal dominant immuno deficiency due to CXCR4 mutations characterized by mucocutaneous warts, hypogammaglobulinemia, recurrent bacterial infections and myelokathesis. Treatment consists in prophylactic antibiotics, immunoglobulin replacement and granulocyte or granulocyte/monocyte colony stimulating factors. We present the case of a 21 year old woman who showed leukopenia at 10 months of age and one year later multiple infections with hypogammaglobulinemia requiring intravenous immunoglobulin. During follow up she developed chronic neutropenia. A bone marrow aspiration showed increased myeloid series with predominance of immature elements. On the basis of infections, low levels of IgG, IgA, IgM and lymphopenia with absent memory B cells, a diagnosis of common variable immunodeficiency was made. She started intravenous immunoglobulin replacement and prophylactic antibiotics. At age 20, small warts in hands that progressed to forearms, knees, abdomen and face were recorded. CXCR4 gene sequencing was done detecting a heterozygous p.Arg334STOP mutation, confirming WHIM syndrome. This disease is infrequent and difficult to diagnose.",0,1176
967,"Ectodermal dysplasia encompasses more than 200 clinically distinct entities, which affect at least two structures derived from the ectoderm, including the skin, hair, nails, teeth, sweat glands, and sebaceous glands. X-linked hypohidrotic ectodermal dysplasia is the most common type and is caused by mutation of the EDA gene that encodes Ectodysplasin-A. It occurs in less than 1 in 100 000 individuals and is clinically characterized by hypodontia, hypohidrosis, hypotrichosis, and eye dis orders. We present a child evaluated in a multidisciplinary manner with clinical and molecular diagnosis of X-linked hypohidrotic ectodermal dysplasia with type missense mutation c.1133C> T; p.T378M in EDA gene.",0,703
968,"INTRODUCTION: Rapidly progressive dementias are an infrequent group of diseases characterised by cognitive deterioration and other neurological disorders that develop over a period ranging from weeks to months. Their causation is varied and includes a large number of neurodegenerative, toxic, metabolic, autoimmune, infectious and vascular conditions. CASE REPORT: We report the case of a 69-year-old male who was admitted to hospital due to a rapidly progressive dementia and parkinsonism caused by multiple dural arteriovenous fistulas, which were successfully treated by means of endovascular therapy. CONCLUSION: Dural arteriovenous fistulas are anomalous connections between the dural arteries and the venous sinuses or cortical veins that are an unusual cause of rapidly progressive dementia. They must, however, be taken into account, given the availability of a specific treatment with reversal of the symptoms.",0,920
969,"Cervical and vaginal cytology, Papanicolaou test (PAP), is the most effective test for screening of preneoplastic lesions, and cervical cancer prevention. Its sensitivity goes from 50 to 98%, according to different statistics, and this variation is related to the sampling procedure. A satisfactory smear should be taken from the transformation zone, the junction between endocervix and exocervix. According to Bethesda, metaplastic and/or endocervical cells should be observed under the microscope. The traditional PAP smear includes an exo-endocervical sampling using the Ayre spatula; however, only near 50% of the smears are representative of the transformation zone. In this case report, we present the case of a 40-year-old woman who had negative cytology in five consecutive annual PAP smears, none of which showed metaplastic or endocervical cells. A new sample evidenced a carcinoma in situ (HSIL: high-grade squamous intraepithelial lesion). We emphasize the importance of performing a correct exo-endocervical sampling to allow prompt detection of all premalignant lesions and to prevent cervical cancer, which still persists with high mortality worldwide.",0,1167
970,"BACKGROUND: Nail-Patella syndrome (NPS) (OMIM: 161200) or hereditary onycho-osteodysplasia is an autosomal dominant disorder characterized by skeletal anomalies, nail dysplasia, renal and ocular abnor malities. The diagnosis is based on clinical and radiological findings and confirmed by the identification of a heterozygous pathogenic variant in the LMX1B gene. Management of these patients involves conti nuous follow-up and treatment ofthe orthopedical, ocular and renal problems that mayoccur. OBJECTIVE: To describe a case of NPS with short stature and hypothyroidism, an association that has not been described in the literature. CASE REPORT: An eleven-year-old boy with a height of 130 cm (-2.01 Stan dard Deviations [SD]) was referred to the Endocrine Unit at the age of 2 years due to altered thyroid tests. At that time, dysplastic nails and disproportionate short stature were detected. Radiological abnormalities initially suggested a skeletal dysplasia. A primary hypothyroidism was confirmed, without anti-thyroid antibodies and with a normal thyroid ultrasound. Levothyroxine treatment was initiated. The diagnosis of NPS was confirmed by a genetic study with a single pathogenic variant in the LMX1B gene. His father presented a similar phenotype with normal stature. His bone age was equivalent to his chronological age. Laboratory screening for short stature and a GH stimulation test were normal. CONCLUSION: We present a child with proven NPS with short stature and hypothyroi dism. We did not find publications that described this triple association. It can't be ruled out that there could be a relationship between NPS and the thyroid alterations found in this patient.",0,1692
971,"Rosai-Dorfman disease, also known as sinus histiocytosis with massive lymphadenopathy, is a rare dis order of unknown etiology, generally associated with enlargement of superficial and/or deep lymph nodes. Most patients do not require treatment. We report the case of a 10 month old infant who was admitted with a left cervical tumor of 25 days duration.",0,354
972,"OBJECTIVE: To report a familial case of Familial Exudative Vitreoretinopathy (FEVR) with an autosomal dominant inheritance pattern identified with the molecular analysis of FZD4. CASE REPORT: The proband is a 13 year-old boy who consulted for low vision. Fundus examination revealed a peripheral avascular zone and macular dragging, consistent with FEVR. Molecular analysis demonstrated a mutation of FZD4 in DNA from both the patient and his asymptomatic mother. DISCUSSION: This familial case was identified with the molecular analysis of FZD4 and shows the importance to explore first degree relatives in a sporadic FEVR case.",0,629
